k,omega
0.9472138654039577,0.9121983184140319
0.9630007631606904,0.9262189722406956
0.978787660917423,0.940181916872006
0.9945745586741557,0.9540862823297792
1.0103614564308883,0.9679312022856774
1.0261483541876208,0.9817158141151874
1.0419352519443534,0.9954392589513661
1.0577221497010862,1.009100681738355
1.0735090474578188,1.0226992312846535
1.0892959452145514,1.0362340603161548
1.105082842971284,1.0497043255289367
1.1208697407280166,1.0631091876418028
1.1366566384847494,1.0764478114485772
1.152443536241482,1.089719365870141
1.1682304339982146,1.102923024006215
1.1840173317549472,1.1160579631868803
1.1998042295116798,1.1291233650238361
1.2155911272684123,1.1421184154613895
1.2313780250251452,1.1550423048271772
1.2471649227818777,1.1678942278826125
1.2629518205386103,1.1806733838730568
1.278738718295343,1.1933789765777119
1.2945256160520755,1.206010214359229
1.3103125138088083,1.2185663102130335
1.326099411565541,1.2310464818163585
1.3418863093222735,1.2434499515769903
1.357673207079006,1.2557759466817167
1.3734601048357387,1.2680236991444773
1.3892470025924712,1.2801924458542142
1.405033900349204,1.2922814286224196
1.4208207981059366,1.3042898942303731
1.4366076958626692,1.3162170944760754
1.4523945936194018,1.3280622862208624
1.4681814913761344,1.3398247314357103
1.4839683891328672,1.3515036972472174
1.4997552868895998,1.3630984559832675
1.5155421846463324,1.3746082852183685
1.531329082403065,1.3860324678186635
1.5471159801597976,1.397370291986613
1.5629028779165304,1.4086210513053443
1.578689775673263,1.4197840447826657
1.5944766734299956,1.4308585768947426
1.6102635711867281,1.4418439576294328
1.6260504689434607,1.4527395025292786
1.6418373667001935,1.4635445327341536
1.6576242644569261,1.474258375023558
1.6734111622136587,1.4848803618585662
1.6891980599703913,1.495409831423418
1.7049849577271239,1.505846127666754
1.7207718554838565,1.516188600342491
1.7365587532405893,1.526436605050337
1.7523456509973219,1.5365895032759413
1.7681325487540545,1.546646662430678
1.783919446510787,1.5566074558910599
1.7997063442675196,1.5664712630377808
1.8154932420242524,1.5762374692943848
1.831280139780985,1.5859054661655572
1.8470670375377176,1.5954746512750386
1.8628539352944502,1.604944428403156
1.8786408330511828,1.6143142075239707
1.8944277308079154,1.6235834048420414
1.9102146285646482,1.6327514428287981
1.9260015263213808,1.6418177502585252
1.9417884240781134,1.6507817622439522
1.957575321834846,1.6596429202714515
1.9733622195915785,1.6684006722358349
1.9891491173483113,1.6770544724747547
2.0049360151050437,1.6856037818027012
2.0207229128617765,1.6940480675445977
2.0365098106185093,1.7023868035689893
2.0522967083752417,1.7106194703208237
2.0680836061319745,1.718745554853824
2.083870503888707,1.7267645508624465
2.0996574016454397,1.7346759587134293
2.1154442994021725,1.7424792854769193
2.131231197158905,1.7501740449571872
2.1470180949156377,1.7577597577229207
2.16280499267237,1.7652359511370939
2.178591890429103,1.7726021593864172
2.1943787881858356,1.7798579235103607
2.210165685942568,1.7870027914297482
2.225952583699301,1.794036317974927
2.241739481456033,1.8009580649135033
2.257526379212766,1.807767600977647
2.273313276969499,1.8144645018909629
2.289100174726231,1.8210483503949244
2.304887072482964,1.8275187362748735
2.3206739702396963,1.8338752563855774
2.336460867996429,1.840117514676349
2.3522477657531615,1.8462451222157215
2.3680346635098943,1.8522576972156823
2.383821561266627,1.8581548650554611
2.3996084590233595,1.8639362583048695
2.4153953567800923,1.8696015167471967
2.4311822545368247,1.8751502874016501
2.4469691522935575,1.8805822245453512
2.4627560500502903,1.885896989734874
2.4785429478070227,1.8910942518273341
2.4943298455637555,1.896173687001019
2.510116743320488,1.9011349787755656
2.5259036410772207,1.9059778180316784
2.5416905388339535,1.9107019030303896
2.557477436590686,1.915306939431859
2.5732643343474186,1.919792640313714
2.589051232104151,1.9241587261889257
2.604838129860884,1.9284049250232234
2.6206250276176166,1.9325309722520436
2.636411925374349,1.9365366107970143
2.652198823131082,1.9404215910819727
2.667985720887814,1.944185671048514
2.683772618644547,1.9478286161710756
2.69955951640128,1.9513501994715472
2.715346414158012,1.9547502015334144
2.731133311914745,1.958028410515429
2.7469202096714773,1.9611846221648082
2.76270710742821,1.9642186398299608
2.7784940051849425,1.9671302744727397
2.7942809029416753,1.969919344680221
2.810067800698408,1.9725856766760055
2.8258546984551405,1.9751291043310475
2.8416415962118733,1.9775494691740052
2.8574284939686057,1.9798466204011143
2.8732153917253385,1.9820204148855842
2.8890022894820713,1.9840707171865157
2.9047891872388036,1.9859973995573392
2.9205760849955364,1.9878003419537755
2.936362982752269,1.9894794320413138
2.9521498805090016,1.991034565202212
2.9679367782657344,1.9924656445420135
2.983723676022467,1.9937725808955864
2.9995105737791996,1.9949552928326775
3.015297471535932,1.9960137066629866
3.031084369292665,1.9969477564407576
3.0468712670493976,1.9977573839688871
3.06265816480613,1.9984425388025513
3.0784450625628628,1.9990031782523476
3.094231960319595,1.9994392673869559
3.110018858076328,1.9997507790353146
3.1258057558330608,1.9999376937883127
3.141592653589793,2.0
